full_name,unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Retribuciones dinerarias (rendimiento neto),47072.67,47072.67,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,vehiculos,,,,,,,,,,,,,,,,,,2008,Coche Volvo X90,,,,,,,,
JOSÉ IGNACIO ROMANÍ CANTERA,JoséIgnacioRomaníCantera,JOSÉ IGNACIO ROMANÍ CANTERA,,vehiculos,,,,,,,,,,,,,,,,,,2015,Moto Kimco Superdink,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,SEVILLA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Sevilla,1996,Ganancial compraventa,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,cantidad pagada por irpf,,,,,14692.22,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal de la Caixa,01/02720,4000,1851.34,1851.34,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Modificación de la declaración inicial aportando dato sobre plan de pensiones
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Salario Delegado T. de la Consejeria de Medio Ambiente y Ordenación del Territorio de la Junta de Andalucia en Sevilla (01/01/19 a 12/02/19),4050,4050,,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Salario Maestro Secundaria en Consejeria de Eduacion de la Junta de Andalucia,30050,30050,,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,rentas,Otras rentas o percepciones de cualquier clase,Explotación agrícola familiar,"6,516,50",6516.5,,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,rentas,Otras rentas o percepciones de cualquier clase,Subvención reglada PAC agricultura,"3,298,30",3298.3,,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Pland e pensiones ,"7,282,24",7282.24,,,,,,,,,,,,,,,,,,,,,,,
JOSE LOSADA FERNANDEZ,JoseLosadaFernandez,JOSE LOSADA FERNANDEZ,,vehiculos,,,,,,,,,,,,,,,,,,2016,Nissan Qashqai Dci,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,VALENCIA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Local Comercial,Valencia,2020,Mitad en pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,cantidad pagada por irpf,,,,,20437.29,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,deposits,,,,,,,,,,,2 Cuentas corrientes,"14544,00",14544,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,dueda,,,,,,,,,,,,,,,,,,,,,,BANKIA,37693,67500,"7812,00",7812,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,dueda,,,,,,,,,,,,,,,,,,,,,,BANKIA,39636,175000,"112855,00",112855,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,dueda,,,,,,,,,,,,,,,,,,,,,,BANKIA,42018,100000,"61278,00",61278,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,dueda,,,,,,,,,,,,,,,,,,,,,,Pensión alimenticia por hijo,,7788 anuales,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,dueda,,,,,,,,,,,,,,,,,,,,,,BANKIA,44020,25000,"24196,50",24196.5,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","Retribución como Ministro de Transportes, Movilidad y Agenda Urbana","47866,68",47866.68,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento bajocomercial,7344,7344,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento vivienda,"11400,00",11400,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,rentas,Otras rentas o percepciones de cualquier clase,planes de pensiones,"30935,00",30935,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,rentas,Otras rentas o percepciones de cualquier clase,Seguro de Vida ,"63502,00",63502,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS ÁBALOS MECO,JoséLuisÁbalosMeco,JOSÉ LUIS ÁBALOS MECO,,vehiculos,,,,,,,,,,,,,,,,,,2013,Vehículo Toyota Rav4 de 2da manomatriculado en 2003,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,CADIZ,deposits,,,,,,,,,,,Cuenta corriente personal,18521.72,18521.72,,,,,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",5 participaciones en la cooperativa FIARE BANCA ETICA,287.5,287.5,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,otros bienes o derechos,,,,,,,,,,,,,,"Deuda pública, obligaciones, bonos, certificados de depósito, pagarés y demás valores equivalentes. Acciones y participaciones de todo tipo de sociedades, entidades con valor económico y cooperativas.",Participacion en capital social de la Cooperativa SOM CONEXIO,100,100,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",salario neto 2021,20972.78,20972.78,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Compensaciones por asistencia a pleno ayuntamiento de el Puerto de Santa Maria,2063.92,2063.92,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,rentas,"Intereses o rendimientos de cuentas, depositos y activos financieros",redimiento cuenta bancaria personal,13.81,13.81,,,,,,,,,,,,,,,,,,,,,,,
JOSÉ LUIS BUENO PINTO,JoséLuisBuenoPinto,JOSÉ LUIS BUENO PINTO,,vehiculos,,,,,,,,,,,,,,,,,,2014,Automovil VOLKSWAGEN POLO ADVANCE BLUEMOTION,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,ASTURIAS,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda con garaje,Asturias,2021,12.5% pleno dominio de herencia,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda con garaje,Asturias,2016,Pleno dominio herencia,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda con garaje,Madrid,2021,12.5% pleno dominio de herencia,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda,Asturias,2021,12.5% pleno dominio de herencia,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Nave industrial,Asturias,2021,Pleno dominio herencia,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana ,Vivienda con garaje,Madrid,2022,50% pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,cantidad pagada por irpf,,,,,15768.59,,,,,,,,,,,,,,,,,,,,,,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario para compra de vivienda familiar a octubre de 2022 - 50%,44814,340000,340000,340000,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal - 50%,44809,35000,35000,35000,
JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,JoséMaríaFigaredoÁlvarez-Sala,JOSÉ MARÍA FIGAREDO ÁLVAREZ - SALA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Complemento a la declaración de 28 de noviembre de 2019 una vez efectuados todos los tramites y liquidaciones fiscales oportunas (julio 2022)
JOSÉ MARÍA MAZÓN RAMOS,JoséMaríaMazónRamos,JOSÉ MARÍA MAZÓN RAMOS,CANTABRIA,cantidad pagada por irpf,,,,,17148.84,,,,,,,,,,,,,,,,,,,,,,
JOSÉ MARÍA MAZÓN RAMOS,JoséMaríaMazónRamos,JOSÉ MARÍA MAZÓN RAMOS,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"En el año 2022 se hizo una donación de 100,000 euros en favor de su hijo para la compraventa de un bien inmueble con la consiguiente disminucion de su patrimonio"
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,CADIZ,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,"50% vivienda (35,61 m2)",Cádiz (Jerez de la frontera),2022,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,50% plaza de garaje,Cádiz (Jerez de la frontera),2022,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,50% trastero,Cádiz (Jerez de la frontera),2022,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,"50% vivienda (43,7 m2)",Cádiz (Jerez de la frontera),2022,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,cantidad pagada por irpf,,,,,4723.42,,,,,,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,deposits,,,,,,,,,,,2 cuentas corrientes,160477115,160477115,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Hipoteca sobre vivienda Banco Santander,44798,80000,79394,79394,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,dueda,,,,,,,,,,,,,,,,,,,,,,"Hipoteca sobre vivienda, plaza de garaje y trasteros BBVA",44795,63000,62516,62516,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modificación de la declaración inicial de bienes por adquisición de vivienda, plaza de garaje y trastero en Jerez de la frontera, vivienda en Chiclana de la Frontera y concesión de prestamos hipotecarios"
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Facua Cádiz,"6,511,2",6511.2,,,,,,,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Subdelegación del Gobierno de Cádiz,"22,196,60",22196.6,,,,,,,,,,,,,,,,,,,,,,,
JOSE RAMON ORTEGA DOMINGUEZ,JoseRamonOrtegaDominguez,JOSE RAMON ORTEGA DOMINGUEZ,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Microcrédito PSOE,"2017,13",2017.13,,,,,,,,,,,,,,,,,,,,,,,
JUAN JOSÉ AIZCORBE TORRA,JuanJoséAizcorbeTorra,JUAN JOSÉ AIZCORBE TORRA,BARCELONA,cantidad pagada por irpf,,,,,39906.95,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE DE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,VALLADOLID,cantidad pagada por irpf,,,,,3746.02,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso con garaje,Valladolid,2016,Nuda propiedad herencia,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Valladolid,2016,Nuda propiedad herencia,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Valladolid,2016,Nuda propiedad herencia,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso,Valladolid,2020,Compraventa pleno dominio,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,deposits,,,,,,,,,,,Cuenta corriente a la vista,12000,12000,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Se presenta la modificación por la adquisición de un inmueble en Valladolid en diciembre de 2020 y la concesión de prestamo hipotecario para el pago de dicha vivienda.
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Se presenta la modificación por sustitución de vehículo
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Diputación de Valladolid (2018),"17404,36",17404.36,,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Escuela de formación - Marsdigital (2018),"9820,08",9820.08,,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Ayuntamiento de Serrada (2018),140,140,,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",FONDO BANCARIO SANTANDER (PRECIO ADQUISICIÓN),1506,1506,,,,,,,,,,,,,,,,,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,vehiculos,,,,,,,,,,,,,,,,,,2023,Renault Clio (50%),,,,,,,,
JULIO DEL VALLE ISCAR,JulioDelValleIscar,JULIO DEL VALLE ISCAR,,vehiculos,,,,,,,,,,,,,,,,,,2022,Renault Megane gris oscuro,,,,,,,,
LUC ANDRÉ DIOUF DIOH,LucAndréDioufDioh,LUC ANDRÉ DIOUF DIOH,LAS PALMAS,cantidad pagada por irpf,,,,,0,,,,,,,,,,,,,,,,,,,,,,
LUC ANDRÉ DIOUF DIOH,LucAndréDioufDioh,LUC ANDRÉ DIOUF DIOH,,deposits,,,,,,,,,,,Cuentas (2 depósitos cuenta corriente),1149,1149,,,,,,,,,,,,,,
LUC ANDRÉ DIOUF DIOH,LucAndréDioufDioh,LUC ANDRÉ DIOUF DIOH,,deposits,,,,,,,,,,,Cuentas (2 depósitos cuenta corriente y 1 cuenta de ahorros),19802.14,19802.14,,,,,,,,,,,,,,
LUC ANDRÉ DIOUF DIOH,LucAndréDioufDioh,LUC ANDRÉ DIOUF DIOH,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Cifra actualizada mediante declaración de fecha 9/02/23
MARÍA DEL CARMEN GONZÁLEZ GUINDA,MaríaDelCarmenGonzálezGuinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,LEÓN,cantidad pagada por irpf,,,,,12184.53,,,,,,,,,,,,,,,,,,,,,,
MARÍA DEL CARMEN GONZÁLEZ GUINDA,MaríaDelCarmenGonzálezGuinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Actualizar su declaración de bienes a fecha de firma: 5 plazas de garaje en La Virgen del Camino, 50% 2021"
MARÍA DEL CARMEN GONZÁLEZ GUINDA,MaríaDelCarmenGonzálezGuinda,MARÍA DEL CARMEN GONZÁLEZ GUINDA,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fondo de inversión del Santander, 10.000euros, banco santander 2022"
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,CACERES,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda familiar,Cáceres,1987,Pleno dominio 50% indiviso Compraventa,,,,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda familiar,Ävila,2014,Pleno dominio 50% indiviso Compraventa,,,,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda . Piso,Cáceres,2021,Pleno dominio Herencia,,,,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,deposits,,,,,,,,,,,Cuentas corrientes (3) Seguro de Ahorro,103248,103248,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,la cantidad asignada a la casilla referente al IRPF (declaracion conjunta)
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,rentas,"Intereses o rendimientos de cuentas, depositos y activos financieros",Acciones MAPFRE,3.13,3.13,,,,,,,,,,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,rentas,Otras rentas o percepciones de cualquier clase,Rendimiento capital inmobiliario (alquiler vivienda),5312.04,5312.04,,,,,,,,,,,,,,,,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,vehiculos,,,,,,,,,,,,,,,,,,2012,Mercedes E220 CDI 2200CC,,,,,,,,
MARIA DOLORES MARCOS MOYANO,MariaDoloresMarcosMoyano,MARIA DOLORES MARCOS MOYANO,,vehiculos,,,,,,,,,,,,,,,,,,2014,Dacia Sandero 1200CC,,,,,,,,
MARÍA FERNÁNDEZ PÉREZ,MaríaFernándezPérez,MARÍA FERNÁNDEZ PÉREZ,LAS PALMAS,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Piso,Las Palmas,2017,Nuda propiedad. Compraventa. Crédito Hipotecario,,,,,,,,,,,,,,,,,
MARÍA FERNÁNDEZ PÉREZ,MaríaFernándezPérez,MARÍA FERNÁNDEZ PÉREZ,,cantidad pagada por irpf,,,,,182.34,,,,,,,,,,,,,,,,,,,,,,
MARÍA FERNÁNDEZ PÉREZ,MaríaFernándezPérez,MARÍA FERNÁNDEZ PÉREZ,,deposits,,,,,,,,,,,Cuentas corrientes. Cuentas de ahorro,18954,18954,,,,,,,,,,,,,,
MARÍA FERNÁNDEZ PÉREZ,MaríaFernándezPérez,MARÍA FERNÁNDEZ PÉREZ,,dueda,,,,,,,,,,,,,,,,,,,,,,CRRÉDITO HIPOTECARIO BANCO SANTANDER,42901,125000,105292.03,105292.03,
MARÍA FERNÁNDEZ PÉREZ,MaríaFernándezPérez,MARÍA FERNÁNDEZ PÉREZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Rendimientos Neto del Trabajo ,24809.61,24809.61,,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,GRANADA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso,Roquetas de Mar (Almería),2016,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso,Granada,2002,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso,Granada,1990,Usufructo vivienda habitual,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Granada,1998,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Granada,2002,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Roquetas de Mar (Almería),2016,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Garaje,Roquetas de Mar (Almería),2016,pleno dominio 50%,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,cantidad pagada por irpf,,,,,9505.25,,,,,,,,,,,,,,,,,,,,,,
MARÍA INMACULADA ORIA LOPEZ,MaríaInmaculadaOriaLopez,MARÍA INMACULADA ORIA LOPEZ,,deposits,,,,,,,,,,,7 cuentas bancarias en diferentes entidades bancarias,116800,116800,,,,,,,,,,,,,,
