full_name,unique_id,full_name,electoral_district,category_declaration,income_category,income_description,income_value,income_value_clean,taxes_value,property_category,property_description,property_location,property_date,property_legal,deposits_description,deposits_value,deposits_value_clean,other_financial_category,other_financial_description,other_financial_euros,other_financial_clean,vehicles_date,vehicles_description,other_nocat_description,other_nocat_value,debt_institution,debt_date,debt_amount,debt_amount_remain,debt_other,comments
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Alicante,2022,pleno dominio de un 50%. Herencia,,,,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,cantidad pagada por irpf,,,,,27073.62,,,,,,,,,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,deposits,,,,,,,,,,,Saldo de dos cuentas corrientes bancarias,50170.89,50170.89,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,deposits,,,,,,,,,,,Saldo de dos cuentas corrientes bancarias,153042.97,153042.97,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,deposits,,,,,,,,,,,Saldo de dos cuentas corrientes bancarias,5754.89,5754.89,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal,44805,18575.7,18575.7,18575.7,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal,44774,768.12,640.1,640.1,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo personal,44621,7960,7201.17,7201.17,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2): La plaza de garaje declarada es la propia de la vivienda pero en el catastro figura por separado al ser el
garaje comunitario.
(3.1): La vivienda sita en Segovia es consecuencia de la herencia recibida. Mi derecho se inicia el 8 de enero de
2015. La parte que me corresponde es un 8,33% del total de la propiedad.
(3.2): 30% del valor de un edificio ubicado en Valladolid adquirido como herencia por fallecimiento de mi madre y
de acuerdo al % que me corresponde de acuerdo al testamento.
(4): Importe: 50% del saldo de dos cuentas corrientes al 30 de junio de 2020 por ser gananciales.
(5) Nuda propiedad junto con mis hermanos. El importe reflejado corresponde al valor de mi titularidad a 30 de junio de 2020 de los 5 fondos de inversión gestionados por entidades financieras.
(6) Importe: 50% del valor a 30 de junio de 2020 de la participación en una Cartera de acciones Multi3strategia
gestionada por una entidad financiera española.
(8) Importe: 50% del valor a 30 de junio de 2020 de una participación en un fondo de inversión gestionado por
una entidad financiera española.
(9) Importe: 50% del valor a 30 de junio de 2020 de acciones de diversas empresas que cotizan en la Bolsa española.
(10): Se refleja en importe pendiente total de un préstamo a 30 de junio de 2020. No obstante, en el préstamo los
prestatarios ambos cónyuges."
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adicionalmente, incluyo una nueva propiedad
(3.3): 30% del valor de un piso en Valladolid en la c/Caamaño.
Y también actualizo los datos de otros bienes y derechos
(4): Importe: 50% del saldo de dos cuentas corrientes al 20 de diciembre de 2021 por ser gananciales.
(5) Importe: 50% del valor a 20/12/2021 de una participación en un fondo de inversión gestionado por una entidad
financiera española.
(6) Importe: 50% del valor a 20/12/2021 de la participación en una Cartera de acciones Multi3strategia gestionada
por una entidad financiera española"
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"APARTADO: BIENES PATRIMONIALES. Incluyo nueva vivienda comprada en régimen de gananciales. Ver (1).
El resto de viviendas permanece como en anteriores declaraciones.
APARTADO: DEPÓSITOS EN CUENTAS CORRIENTES O DE AHORRO, CUENTAS FINANCIERAS Y OTROS TIPOS DE IMPOSICIONES. Actualización como consecuencia del pago de la vivienda mencionada
anteriormente. Ver (2).
APARTADO OTROS BIENES Y DERECHOS. Actualización como consecuencia de cambios de valor de las inversiones. Ver (3). Estos importes reflejan el 50% de su valor al estar en régimen de gananciales.
Las cartera de valores son acciones que cotizan en la bolsa española.
La cartera de acciones Multi3strategia y la participación en Fondo de inversiones son gestionados por una entidad
financiera española.
APARTADO: VEHÍCULOS, EMBARCACIONES Y AERONAVES. Compra en septiembre de 2022 de un Hyundai
Kona (híbrido). Ver (4).
APARTADO DEUDAS Y OBLIGACIONES.
El préstamo hipotecario (relativo a la vivienda de Madrid) varía por las amortizaciones realizadas. Ver (5).
Tres nuevos préstamos personales para la adquisición de vehículo y por financiación de revisiones vehículo. Ver
(6). Todo este apartado se pone por el importe total en lugar de incluir el 50% por estar en gananciales."
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación","Retribuciones salariales netas percibidas (excluidas las percibidas del
Congreso)",4756.05,4756.05,,,,,,,,,,,,,,,,,,,,,,,
PABLO SÁEZ ALONSO-MUÑUMER,PabloSáezAlonso-Muñumer,PABLO SÁEZ ALONSO-MUÑUMER,,vehiculos,,,,,,,,,,,,,,,,,,,Hyundai kona,,,,,,,,
PALOMA GÁZQUEZ COLLADO,PalomaGázquezCollado,PALOMA GÁZQUEZ COLLADO,ASTURIAS,cantidad pagada por irpf,,,,,9274.37,,,,,,,,,,,,,,,,,,,,,,
PALOMA GÁZQUEZ COLLADO,PalomaGázquezCollado,PALOMA GÁZQUEZ COLLADO,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Adquisición de un nuevo vehículo
PALOMA GÁZQUEZ COLLADO,PalomaGázquezCollado,PALOMA GÁZQUEZ COLLADO,,vehiculos,,,,,,,,,,,,,,,,,,2020,Mercedes Benz GLA 1424 LKF,,,,,,,,
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,CANTABRIA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Cantabria,2020,Pleno dominio compraventa,,,,,,,,,,,,,,,,,
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,,cantidad pagada por irpf,,,,,13848,,,,,,,,,,,,,,,,,,,,,,
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,,dueda,,,,,,,,,,,,,,,,,,,,,,Prestamo hipotecario UNICAJA,2020,234000,234000,234000,
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Modificación de la declaración de inicio presentada con anterioridad
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Modificación de la declaración de inicio presentada con anterioridad
PEDRO CASARES HONTAÑON,PedroCasaresHontañon,PEDRO CASARES HONTAÑON,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Trienios Universidad de Cantabria,"175,60",175.6,,,,,,,,,,,,,,,,,,,,,,,
PEDRO NAVARRO LÓPEZ,PedroNavarroLópez,PEDRO NAVARRO LÓPEZ,ZARAGOZA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso y garage,Zaragoza,2020,20% Nuda propiedad herencia,,,,,,,,,,,,,,,,,
PEDRO NAVARRO LÓPEZ,PedroNavarroLópez,PEDRO NAVARRO LÓPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Piso y garage,Zaragoza,2020,20% Nuda propiedad herencia,,,,,,,,,,,,,,,,,
PEDRO NAVARRO LÓPEZ,PedroNavarroLópez,PEDRO NAVARRO LÓPEZ,,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,"Piso, garage y 2 trasteros",Huesca,2020,20% Nuda propiedad herencia,,,,,,,,,,,,,,,,,
PEDRO NAVARRO LÓPEZ,PedroNavarroLópez,PEDRO NAVARRO LÓPEZ,,cantidad pagada por irpf,,,,,19070.58,,,,,,,,,,,,,,,,,,,,,,
PEDRO NAVARRO LÓPEZ,PedroNavarroLópez,PEDRO NAVARRO LÓPEZ,,cantidad pagada por irpf,,,,,19070.58,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,MADRID,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,Vivienda,Madrid,1986,Ganancial compraventa,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,cantidad pagada por irpf,,,,,18338.85,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,deposits,,,,,,,,,,,Cuentas corrientes,"118,224,91",118224.91,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,deposits,,,,,,,,,,,Cuentas corrientes,"376,780,46",376780.46,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"El concepto mensual en concepto de prestación por jubilación del Banco Santander ha sido sustituido por un pago único, efectuado por dicha entidad en el mes de julio del 2020"
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Diputado Asamblea de Madrid. X legislaatura (hasta mayo de 2019),"10,513,89",10513.89,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Pensión jubilación INSS,"2.139,50 / MES",2139.5,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",COMPLEMENTO PENSIÓN JUBILACIÓN BANCO SANTANDER,"1,457,90/ MES",1457.9,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Dividendos y partcipación en beneficios de sociedades, comunidades o entidades de cualquier clase",Acciones Banco Santander,138.09,138.09,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Intereses o rendimientos de cuentas, depositos y activos financieros",Intereses y cuentas corrientes B. Santander,"158,77",158.77,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",Acciones Banco Santander,"252,10",252.1,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Diputado Asamblea de Madrid. X legislaatura (hasta mayo de 2019),"10,513,89",10513.89,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Pensión jubilación INSS (en suspenso al adquirir la condición de diputado),"2,139,50 /mes",2139.5,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Complemento pensión jubilación Banco Santander hasta juliode 2020 (ver apartado observacione),"1457,90 /mes",1457.9,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Dividendos y partcipación en beneficios de sociedades, comunidades o entidades de cualquier clase",Acciones Banco Santander,138.09,138.09,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Intereses o rendimientos de cuentas, depósitos y activos financieros",Intereses cuentas corrientes Banco Santander,"170,50",170.5,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Acciones y participaciones en todo tipo de sociedades, entidades con valor economico y cooperativas",Acciones Banco Santander,"1,035,80",1035.8,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,rentas,"Otros bienes, rentas o derechos de contenido económico no declarados en apartados anteriores",Microcrédito PSOE 2019,1000,1000,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,vehiculos,,,,,,,,,,,,,,,,,,2008,OPEL CORSA (GANANCIAL),,,,,,,,
RAFAEL JOSÉ VÉLEZ,RafaelJoséVélez,RAFAEL JOSÉ VÉLEZ,,vehiculos,,,,,,,,,,,,,,,,,,2014,Audi A4 Avant 2.0 Diesel,,,,,,,,
RUBÉN SILVANO MANSO OLIVAR,RubéNSilvanoMansoOlivar,RUBÉN SILVANO MANSO OLIVAR,MALAGA,cantidad pagada por irpf,,,,,10294.97,,,,,,,,,,,,,,,,,,,,,,
RUBÉN SILVANO MANSO OLIVAR,RubéNSilvanoMansoOlivar,RUBÉN SILVANO MANSO OLIVAR,,vehiculos,,,,,,,,,,,,,,,,,,2021,Smart fortwo,,,,,,,,
RUBÉN SILVANO MANSO OLIVAR,RubéNSilvanoMansoOlivar,RUBÉN SILVANO MANSO OLIVAR,,vehiculos,,,,,,,,,,,,,,,,,,2021,volvo cx90,,,,,,,,
SANTIAGO ABASCAL CONDE,SantiagoAbascalConde,SANTIAGO ABASCAL CONDE,MADRID,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Madrid,2020,40% de propiedad y título compraventa,,,,,,,,,,,,,,,,,
SANTIAGO ABASCAL CONDE,SantiagoAbascalConde,SANTIAGO ABASCAL CONDE,,cantidad pagada por irpf,,,,,13210.02,,,,,,,,,,,,,,,,,,,,,,
SANTIAGO ABASCAL CONDE,SantiagoAbascalConde,SANTIAGO ABASCAL CONDE,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Sabadell,44018,368000,365755.67,365755.67,
TOMAS FERNANDEZ RIOS,TomasFernandezRios,TOMAS FERNANDEZ RIOS,HUELVA,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Madrid,2022,pleno dominio 100%,,,,,,,,,,,,,,,,,
TOMAS FERNANDEZ RIOS,TomasFernandezRios,TOMAS FERNANDEZ RIOS,,cantidad pagada por irpf,,,,,11720,,,,,,,,,,,,,,,,,,,,,,
TOMAS FERNANDEZ RIOS,TomasFernandezRios,TOMAS FERNANDEZ RIOS,,dueda,,,,,,,,,,,,,,,,,,,,,,Hipoteca abierta,44593,110000,110000,110000,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,VALENCIA,bienes patrimoniales,,,,,,Bienes inmuebles de naturaleza urbana,50% casa,Villamarxant,2021,Herencia,,,,,,,,,,,,,,,,,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,cantidad pagada por irpf,,,,,30204.31,,,,,,,,,,,,,,,,,,,,,,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,deposits,,,,,,,,,,,Cuentas,1000,1000,,,,,,,,,,,,,,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,deposits,,,,,,,,,,,Cuentas,27000,27000,,,,,,,,,,,,,,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,dueda,,,,,,,,,,,,,,,,,,,,,,Cotitular préstamo hipotecario,38044,135000,47447.32,47447.32,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario,42635,219856,157631.92,157631.92,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,dueda,,,,,,,,,,,,,,,,,,,,,,Financiación de vehículo,44377,27000,26020,26020,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,rentas,Otras rentas o percepciones de cualquier clase,Renta alquiler vivienda (rendimientos netos),7182,7182,,,,,,,,,,,,,,,,,,,,,,,
VICENTE BETORET COLL,VicenteBetoretColl,VICENTE BETORET COLL,,vehiculos,,,,,,,,,,,,,,,,,,2021,BMW X3 (segunda mano),,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,BADAJOZ,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Vivienda ,Madrid,2020,50% compraventa,,,,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,bienes patrimoniales,,,,,,Bienes de naturaleza urbana,Local garaje,Badajoz,2021,50% compraventa,,,,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,cantidad pagada por irpf,,,,,6537.67,,,,,,,,,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,deposits,,,,,,,,,,,Depósito a cuentas corrientes,31941,31941,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,deposits,,,,,,,,,,,CUENTA CORRIENTE,19528,19528,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Sabadell,43878,786000,482906.56,482906.56,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,dueda,,,,,,,,,,,,,,,,,,,,,,Préstamo hipotecario Sabadell,44547,53000,53000,53000,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,Observaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,"(*) Socio fundador con el 100% de acciones de Elocuent S.L.. Sociedad que no percibe ningún tipo de subvención pública ni trabaja para ninguna Administración Pública. Renunciará o cederá a terceros los derechos económicos que genere dicha Sociedad durante el ejercicio de su responsabilidad pública. En el resto de sociedades en el listado de intereses en las que se han declarado participaciones directas- Blogs Business SL, Puntos básicos consultoría y servicios SL- o indirectas a través de las mismas, donde no ostenta cargos de responsabilidad. no es administrador, renunciará o cederá a terceros los derechos económicos que generen dicha sociedades durante
el ejercicio de su responsabilidad pública."
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento de vivienda ,1960,1960,,,,,,,,,,,,,,,,,,,,,,,
VICTOR SANCHEZ DEL REAL,VictorSanchezDelReal,VICTOR SANCHEZ DEL REAL,,rentas,Otras rentas o percepciones de cualquier clase,Arrendamiento de vivienda ,1960,1960,,,,,,,,,,,,,,,,,,,,,,,
YOLANDA SEVA RUIZ,YolandaSevaRuiz,YOLANDA SEVA RUIZ,ALICANTE,cantidad pagada por irpf,,,,,15418.77,,,,,,,,,,,,,,,,,,,,,,
YOLANDA SEVA RUIZ,YolandaSevaRuiz,YOLANDA SEVA RUIZ,,dueda,,,,,,,,,,,,,,,,,,,,,,Crédito hipotecario,00/00/2021,55500,53449.53,53449.53,
YOLANDA SEVA RUIZ,YolandaSevaRuiz,YOLANDA SEVA RUIZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Indemnizaciones por asistencia a órganos colegiados 2021. Ayuntamiento de Santa Pola,3156.53,3156.53,,,,,,,,,,,,,,,,,,,,,,,
YOLANDA SEVA RUIZ,YolandaSevaRuiz,YOLANDA SEVA RUIZ,,rentas,"Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones, cualquiera que sea su denominación",Nómina trienios consellería de educación,1552.32,1552.32,,,,,,,,,,,,,,,,,,,,,,,
YOLANDA SEVA RUIZ,YolandaSevaRuiz,YOLANDA SEVA RUIZ,,vehiculos,,,,,,,,,,,,,,,,,,,renault capture,,,,,,,,
