unique_id,full_name,first_name,last_name,political_group,gender,congress_page
IñakiRuizdePinedoUndiano,Iñaki  Ruiz De Pinedo Undiano, Iñaki  ,Ruiz de Pinedo Undiano,GEH Bildu ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=64&idLegislatura=14
JoanRuiziCarbonell,Joan  Ruiz I Carbonell, Joan  ,Ruiz i Carbonell,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=209&idLegislatura=14
EduardoLuisRuizNavarro,Eduardo Luis  Ruiz Navarro, Eduardo Luis  ,Ruiz Navarro,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=217&idLegislatura=14
MaríadelaCabezaRuizSolás,María De La Cabeza  Ruiz Solás, María de la Cabeza  ,Ruiz Solás,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=301&idLegislatura=14
MarisaSaavedraMuñoz,Marisa  Saavedra Muñoz, Marisa  ,Saavedra Muñoz,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=348&idLegislatura=14
InésSabanésNadal,Inés  Sabanés Nadal, Inés  ,Sabanés Nadal,GPlu ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=234&idLegislatura=14
PabloSáezAlonso-Muñumer,Pablo  Sáez Alonso-Muñumer, Pablo  ,Sáez Alonso-Muñumer,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=278&idLegislatura=14
IdoiaSagastizabalUnzetabarrenetxea,Idoia  Sagastizabal Unzetabarrenetxea, Idoia  ,Sagastizabal Unzetabarrenetxea,GV  EAJ-PNV,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=98&idLegislatura=14
LuisCarlosSahuquilloGarcía,Luis Carlos  Sahuquillo García, Luis Carlos  ,Sahuquillo García,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=2&idLegislatura=14
AntonioSalváVerd,Antonio  Salvá Verd, Antonio  ,Salvá Verd,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=162&idLegislatura=14
JordiSalvadoriDuch,Jordi  Salvador I Duch, Jordi  ,Salvador i Duch,GR ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=184&idLegislatura=14
VíctorManuelSánchezdelReal,Víctor Manuel  Sánchez Del Real, Víctor Manuel  ,Sánchez del Real,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=195&idLegislatura=14
MarianoSánchezEscobar,Mariano  Sánchez Escobar, Mariano  ,Sánchez Escobar,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=227&idLegislatura=14
JoséMaríaSánchezGarcía,José María  Sánchez García, José María  ,Sánchez García,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=322&idLegislatura=14
MarisolSánchezJódar,Marisol  Sánchez Jódar, Marisol  ,Sánchez Jódar,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=276&idLegislatura=14
CésarSánchezPérez,César  Sánchez Pérez, César  ,Sánchez Pérez,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=249&idLegislatura=14
PedroSánchezPérez-Castejón,Pedro  Sánchez Pérez-Castejón, Pedro  ,Sánchez Pérez-Castejón,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=274&idLegislatura=14
JavierSánchezSerna,Javier  Sánchez Serna, Javier  ,Sánchez Serna,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=67&idLegislatura=14
AlfredoSanchoGuardia,Alfredo  Sancho Guardia, Alfredo  ,Sancho Guardia,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=312&idLegislatura=14
HerminioRufinoSanchoÍñiguez,Herminio Rufino  Sancho Íñiguez, Herminio Rufino  ,Sancho Íñiguez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=15&idLegislatura=14
LuisSantamaríaRuiz,Luis  Santamaría Ruiz, Luis  ,Santamaría Ruiz,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=269&idLegislatura=14
EnriqueFernandoSantiagoRomero,Enrique Fernando  Santiago Romero, Enrique Fernando  ,Santiago Romero,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=45&idLegislatura=14
VicentManuelSarriàMorell,Vicent Manuel  Sarrià Morell, Vicent Manuel  ,Sarrià Morell,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=90&idLegislatura=14
SergioSayasLópez,Sergio  Sayas López, Sergio  ,Sayas López,GMx ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=55&idLegislatura=14
DanielSenderosOraá,Daniel  Senderos Oraá, Daniel  ,Senderos Oraá,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=367&idLegislatura=14
DavidSerradaPariente,David  Serrada Pariente, David  ,Serrada Pariente,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=37&idLegislatura=14
JuanFranciscoSerranoMartínez,Juan Francisco  Serrano Martínez, Juan Francisco  ,Serrano Martínez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=158&idLegislatura=14
YolandaSevaRuiz,Yolanda  Seva Ruiz, Yolanda  ,Seva Ruiz,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=137&idLegislatura=14
FelipeJesúsSiciliaAlférez,Felipe Jesús  Sicilia Alférez, Felipe Jesús  ,Sicilia Alférez,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=259&idLegislatura=14
RafaelSimancasSimancas,Rafael  Simancas Simancas, Rafael  ,Simancas Simancas,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=287&idLegislatura=14
AlejandroSolerMur,Alejandro  Soler Mur, Alejandro  ,Soler Mur,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=144&idLegislatura=14
JuanLuisSotoBurillo,Juan Luis  Soto Burillo, Juan Luis  ,Soto Burillo,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=275&idLegislatura=14
JuanLuisSteegmannOlmedillas,Juan Luis  Steegmann Olmedillas, Juan Luis  ,Steegmann Olmedillas,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=135&idLegislatura=14
AdolfoSuárezIllana,Adolfo  Suárez Illana, Adolfo  ,Suárez Illana,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=32&idLegislatura=14
EloySuárezLamata,Eloy  Suárez Lamata, Eloy  ,Suárez Lamata,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=214&idLegislatura=14
SusanaSumelzoJordán,Susana  Sumelzo Jordán, Susana  ,Sumelzo Jordán,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=126&idLegislatura=14
DiegoTaiboMonelos,Diego  Taibo Monelos, Diego  ,Taibo Monelos,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=373&idLegislatura=14
CarolinaTelecheaiLozano,Carolina  Telechea I Lozano, Carolina  ,Telechea i Lozano,GR ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=188&idLegislatura=14
VicenteTiradoOchoa,Vicente  Tirado Ochoa, Vicente  ,Tirado Ochoa,GP ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=16&idLegislatura=14
UxíaTizónVázquez,Uxía  Tizón Vázquez, Uxía  ,Tizón Vázquez,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=374&idLegislatura=14
CarlaToscanodeBalbín,Carla  Toscano De Balbín, Carla  ,Toscano de Balbín,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=296&idLegislatura=14
GeorginaTríasGil,Georgina  Trías Gil, Georgina  ,Trías Gil,GVOX ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=277&idLegislatura=14
EdurneUriarteBengoechea,Edurne  Uriarte Bengoechea, Edurne  ,Uriarte Bengoechea,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=30&idLegislatura=14
RobertoUriarteTorrealday,Roberto  Uriarte Torrealday, Roberto  ,Uriarte Torrealday,GCUP-EC-GC ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=207&idLegislatura=14
JulioUtrillaCano,Julio  Utrilla Cano, Julio  ,Utrilla Cano,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=328&idLegislatura=14
MagdalenaValerioCordero,Magdalena  Valerio Cordero, Magdalena  ,Valerio Cordero,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=140&idLegislatura=14
PilarVallugeraBalañà,Pilar  Vallugera Balañà, Pilar  ,Vallugera Balañà,GR ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=88&idLegislatura=14
AnaBelénVázquezBlanco,Ana Belén  Vázquez Blanco, Ana Belén  ,Vázquez Blanco,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=115&idLegislatura=14
RubénDaríoVegaArias,Rubén Darío  Vega Arias, Rubén Darío  ,Vega Arias,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=271&idLegislatura=14
MireiaVehíCantenys,Mireia  Vehí Cantenys, Mireia  ,Vehí Cantenys,GMx ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=86&idLegislatura=14
MartinaVelardeGómez,Martina  Velarde Gómez, Martina  ,Velarde Gómez,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=235&idLegislatura=14
ElviraVelascoMorillo,Elvira  Velasco Morillo, Elvira  ,Velasco Morillo,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=10&idLegislatura=14
NoeliaVeraRuíz-Herrera,Noelia  Vera Ruíz-Herrera, Noelia  ,Vera Ruíz-Herrera,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=345&idLegislatura=14
DanielVicenteViondi,Daniel  Vicente Viondi, Daniel  ,Vicente Viondi,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=80&idLegislatura=14
AinaVidalSáez,Aina  Vidal Sáez, Aina  ,Vidal Sáez,GCUP-EC-GC ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=266&idLegislatura=14
MaríaLuisaVilchesRuiz,María Luisa  Vilches Ruiz, María Luisa  ,Vilches Ruiz,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=332&idLegislatura=14
NoemíVillagrasaQuero,Noemí  Villagrasa Quero, Noemí  ,Villagrasa Quero,GS ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=49&idLegislatura=14
AgustínZamarrónMoreno,Agustín  Zamarrón Moreno, Agustín  ,Zamarrón Moreno,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=19&idLegislatura=14
CarlosJoséZambranoGarcía-Raez,Carlos José  Zambrano García-Raez, Carlos José  ,Zambrano García-Raez,GVOX ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=254&idLegislatura=14
JoséZaragozaAlonso,José  Zaragoza Alonso, José  ,Zaragoza Alonso,GS ,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=196&idLegislatura=14
AnaMaríaZuritaExpósito,Ana María  Zurita Expósito, Ana María  ,Zurita Expósito,GP ,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=111&idLegislatura=14
