unique_id,full_name,first_name,last_name,political_group,political_group_IW,gender,congress_page
Rosamaríamedelpérez,Rosa María  Medel Pérez, Rosa María  ,Medel Pérez,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=355&idLegislatura=14
Guillermoantoniomeijóncouselo,Guillermo Antonio  Meijón Couselo, Guillermo Antonio  ,Meijón Couselo,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=1&idLegislatura=14
Joanmiquelmenaarca,Joan  Mena Arca, Joan  ,Mena Arca,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=264&idLegislatura=14
Lourdesméndezmonasterio,Lourdes  Méndez Monasterio, Lourdes  ,Méndez Monasterio,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=177&idLegislatura=14
Javiermerinomartínez,Javier  Merino Martínez, Javier  ,Merino Martínez,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=138&idLegislatura=14
Manuelmestrebarea,Manuel  Mestre Barea, Manuel  ,Mestre Barea,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=268&idLegislatura=14
Montsemínguezgarcía,Montse  Mínguez García, Montse  ,Mínguez García,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=199&idLegislatura=14
Sergimiquelivalentí,Sergi  Miquel I Valentí, Sergi  ,Miquel i Valentí,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=23&idLegislatura=14
Maríasandramoneodíez,María Sandra  Moneo Díez, María Sandra  ,Moneo Díez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=337&idLegislatura=14
Maríajesúsmonterocuadrado,María Jesús  Montero Cuadrado, María Jesús  ,Montero Cuadrado,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=225&idLegislatura=14
Irenemaríamonterogil,Irene María  Montero Gil, Irene María  ,Montero Gil,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=329&idLegislatura=14
Pablomontesinosaguayo,Pablo  Montesinos Aguayo, Pablo  ,Montesinos Aguayo,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=315&idLegislatura=14
Macarenamontesinosdemiguel,Macarena  Montesinos De Miguel, Macarena  ,Montesinos de Miguel,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=346&idLegislatura=14
Tristanamaríamoralejagómez,Tristana María  Moraleja Gómez, Tristana María  ,Moraleja Gómez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=57&idLegislatura=14
Maríajesúsmoroalmaraz,María Jesús  Moro Almaraz, María Jesús  ,Moro Almaraz,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=91&idLegislatura=14
Diegomovellánlombilla,Diego  Movellán Lombilla, Diego  ,Movellán Lombilla,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=78&idLegislatura=14
Lucíamuñozdalda,Lucía  Muñoz Dalda, Lucía  ,Muñoz Dalda,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=335&idLegislatura=14
Maríamuñozvidal,María  Muñoz Vidal, María  ,Muñoz Vidal,GPCs ,GP. Ciudadanos,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=333&idLegislatura=14
Maríadoloresnarváezbandera,María Dolores  Narváez Bandera, María Dolores  ,Narváez Bandera,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=154&idLegislatura=14
Begoñanasarreoliva,Begoña  Nasarre Oliva, Begoña  ,Nasarre Oliva,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=313&idLegislatura=14
Julionavalpotrogómez,Julio  Navalpotro Gómez, Julio  ,Navalpotro Gómez,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=366&idLegislatura=14
Carmennavarrolacoba,Carmen  Navarro Lacoba, Carmen  ,Navarro Lacoba,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=82&idLegislatura=14
Pedronavarrolópez,Pedro  Navarro López, Pedro  ,Navarro López,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=220&idLegislatura=14
Maríamagdalenanevadodelcampo,María Magdalena  Nevado Del Campo, María Magdalena  ,Nevado del Campo,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=293&idLegislatura=14
Míriamnoguerasicamero,Míriam  Nogueras I Camero, Míriam  ,Nogueras i Camero,GPPlu ,GP. Plural,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=27&idLegislatura=14
Joanjosepnuetpujals,Joan Josep  Nuet Pujals, Joan Josep  ,Nuet Pujals,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=189&idLegislatura=14
Jaimeeduardodeolanovela,Jaime Eduardo De  Olano Vela, Jaime Eduardo de  ,Olano Vela,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=167&idLegislatura=14
Macarenaolonachoclán,Macarena  Olona Choclán, Macarena  ,Olona Choclán,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=84&idLegislatura=14
Anamaríaoramasgonzález-Moro,Ana María  Oramas González-Moro, Ana María  ,Oramas González-Moro,GPMX,GP. Mixto,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=161&idLegislatura=14
Maríainmaculadaorialópez,María Inmaculada  Oria López, María Inmaculada  ,Oria López,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=370&idLegislatura=14
Joséramónortegadomínguez,José Ramón  Ortega Domínguez, José Ramón  ,Ortega Domínguez,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=368&idLegislatura=14
Franciscojavierortegasmith-Molina,Francisco Javier  Ortega Smith-Molina, Francisco Javier  ,Ortega Smith-Molina,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=326&idLegislatura=14
Joséortizgalván,José  Ortiz Galván, José  ,Ortiz Galván,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=134&idLegislatura=14
Estherpadillaruiz,Esther  Padilla Ruiz, Esther  ,Padilla Ruiz,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=173&idLegislatura=14
Miguelángelpaniaguanúñez,Miguel Ángel  Paniagua Núñez, Miguel Ángel  ,Paniagua Núñez,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=240&idLegislatura=14
Anamaríapastorjulián,Ana María  Pastor Julián, Ana María  ,Pastor Julián,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=31&idLegislatura=14
Raquelpedrajasáinz,Raquel  Pedraja Sáinz, Raquel  ,Pedraja Sáinz,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=362&idLegislatura=14
Juanluispedreñomolina,Juan Luis  Pedreño Molina, Juan Luis  ,Pedreño Molina,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=132&idLegislatura=14
Estherpeñacamarero,Esther  Peña Camarero, Esther  ,Peña Camarero,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=18&idLegislatura=14
Maríamercèpereaiconillas,María Mercè  Perea I Conillas, María Mercè  ,Perea i Conillas,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=203&idLegislatura=14
Adolfopérezabellás,Adolfo  Pérez Abellás, Adolfo  ,Pérez Abellás,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=33&idLegislatura=14
Maríaauxiliadorapérezdíaz,María Auxiliadora  Pérez Díaz, María Auxiliadora  ,Pérez Díaz,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=160&idLegislatura=14
Víctorvalentínpírizmaya,Víctor Valentín  Píriz Maya, Víctor Valentín  ,Píriz Maya,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=9&idLegislatura=14
Gerardopisarelloprados,Gerardo  Pisarello Prados, Gerardo  ,Pisarello Prados,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=290&idLegislatura=14
Maríadelcarmenpitacárdenes,María Del Carmen  Pita Cárdenes, María del Carmen  ,Pita Cárdenes,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=356&idLegislatura=14
Perejoanponssampietro,Pere Joan  Pons Sampietro, Pere Joan  ,Pons Sampietro,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=223&idLegislatura=14
Jesúspostigoquintana,Jesús  Postigo Quintana, Jesús  ,Postigo Quintana,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=51&idLegislatura=14
Isabelpozuetafernández,Isabel  Pozueta Fernández, Isabel  ,Pozueta Fernández,GPEHB,GP. Euskal Herria Bildu,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=65&idLegislatura=14
Anaprietonieto,Ana  Prieto Nieto, Ana  ,Prieto Nieto,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=81&idLegislatura=14
Margaritaprohensrigo,Margarita  Prohens Rigo, Margarita  ,Prohens Rigo,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=243&idLegislatura=14
Normapujolifarré,Norma  Pujol I Farré, Norma  ,Pujol i Farré,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=191&idLegislatura=14
Pedroquevedoiturbe,Pedro  Quevedo Iturbe, Pedro  ,Quevedo Iturbe,GPMX,GP. Mixto,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=351&idLegislatura=14
Maríapilarramallovázquez,María Pilar  Ramallo Vázquez, María Pilar  ,Ramallo Vázquez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=117&idLegislatura=14
Arnauramírezcarner,Arnau  Ramírez Carner, Arnau  ,Ramírez Carner,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=197&idLegislatura=14
Joséramírezdelrío,José  Ramírez Del Río, José  ,Ramírez del Río,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=93&idLegislatura=14
Elviraramónutrabo,Elvira  Ramón Utrabo, Elvira  ,Ramón Utrabo,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=8&idLegislatura=14
Césarjoaquínramosesteban,César Joaquín  Ramos Esteban, César Joaquín  ,Ramos Esteban,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=178&idLegislatura=14
Joséluisramosrodríguez,José Luis  Ramos Rodríguez, José Luis  ,Ramos Rodríguez,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=218&idLegislatura=14
Maríatamararayarodríguez,María Tamara  Raya Rodríguez, María Tamara  ,Raya Rodríguez,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=112&idLegislatura=14
Maríadelaoredondocalvillo,María De La O  Redondo Calvillo, María de la O  ,Redondo Calvillo,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=106&idLegislatura=14
Néstorregocandamil,Néstor  Rego Candamil, Néstor  ,Rego Candamil,GPPlu ,GP. Plural,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=40&idLegislatura=14
Germánrenaumartínez,Germán  Renau Martínez, Germán  ,Renau Martínez,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=52&idLegislatura=14
Pedrojesúsrequejonovoa,Pedro Jesús  Requejo Novoa, Pedro Jesús  ,Requejo Novoa,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=85&idLegislatura=14
Juandiegorequenaruiz,Juan Diego  Requena Ruiz, Juan Diego  ,Requena Ruiz,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=79&idLegislatura=14
Carmenriolobosregadera,Carmen  Riolobos Regadera, Carmen  ,Riolobos Regadera,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=7&idLegislatura=14
Joaquínrobleslópez,Joaquín  Robles López, Joaquín  ,Robles López,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=246&idLegislatura=14
Andrésalbertorodríguezalmeida,Andrés Alberto  Rodríguez Almeida, Andrés Alberto  ,Rodríguez Almeida,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=256&idLegislatura=14
Maríadelpilarrodríguezgómez,María Del Pilar  Rodríguez Gómez, María del Pilar  ,Rodríguez Gómez,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=273&idLegislatura=14
Alfonsorodríguezgómezdecelis,Alfonso  Rodríguez Gómez De Celis, Alfonso  ,Rodríguez Gómez de Celis,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=168&idLegislatura=14
Maríaelvirarodríguezherrer,María Elvira  Rodríguez Herrer, María Elvira  ,Rodríguez Herrer,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=123&idLegislatura=14
Albertorodríguezrodríguez,Alberto  Rodríguez Rodríguez, Alberto  ,Rodríguez Rodríguez,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=338&idLegislatura=14
Joséantoniorodríguezsalas,José Antonio  Rodríguez Salas, José Antonio  ,Rodríguez Salas,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=6&idLegislatura=14
Carlosrojasgarcía,Carlos  Rojas García, Carlos  ,Rojas García,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=242&idLegislatura=14
Carmeloromerohernández,Carmelo  Romero Hernández, Carmelo  ,Romero Hernández,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=241&idLegislatura=14
Rosamaríaromerosánchez,Rosa María  Romero Sánchez, Rosa María  ,Romero Sánchez,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=36&idLegislatura=14
Maríadelosreyesromerovilches,María De Los Reyes  Romero Vilches, María de los Reyes  ,Romero Vilches,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=174&idLegislatura=14
Susanarosmartínez,Susana  Ros Martínez, Susana  ,Ros Martínez,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=53&idLegislatura=14
Agustínrosetyfernándezdecastro,Agustín  Rosety Fernández De Castro, Agustín  ,Rosety Fernández de Castro,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=255&idLegislatura=14
Martarosiqueisaltor,Marta  Rosique I Saltor, Marta  ,Rosique i Saltor,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=185&idLegislatura=14
Patriciaruedaperelló,Patricia  Rueda Perelló, Patricia  ,Rueda Perelló,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=75&idLegislatura=14
Gabrielrufiánromero,Gabriel  Rufián Romero, Gabriel  ,Rufián Romero,GPR ,GP. Republicano,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=187&idLegislatura=14
Iñakiruizdepinedoundiano,Iñaki  Ruiz De Pinedo Undiano, Iñaki  ,Ruiz de Pinedo Undiano,GPEHB,GP. Euskal Herria Bildu,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=64&idLegislatura=14
Joanruizicarbonell,Joan  Ruiz I Carbonell, Joan  ,Ruiz i Carbonell,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=209&idLegislatura=14
Eduardoluisruiznavarro,Eduardo Luis  Ruiz Navarro, Eduardo Luis  ,Ruiz Navarro,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=217&idLegislatura=14
Maríadelacabezaruizsolás,María De La Cabeza  Ruiz Solás, María de la Cabeza  ,Ruiz Solás,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=301&idLegislatura=14
Marisasaavedramuñoz,Marisa  Saavedra Muñoz, Marisa  ,Saavedra Muñoz,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=348&idLegislatura=14
Inéssabanésnadal,Inés  Sabanés Nadal, Inés  ,Sabanés Nadal,GPPlu ,GP. Plural,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=234&idLegislatura=14
Pablosáezalonso-Muñumer,Pablo  Sáez Alonso-Muñumer, Pablo  ,Sáez Alonso-Muñumer,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=278&idLegislatura=14
Idoiasagastizabalunzetabarrenetxea,Idoia  Sagastizabal Unzetabarrenetxea, Idoia  ,Sagastizabal Unzetabarrenetxea,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=98&idLegislatura=14
